item_id,title,url,source,publish_date,category,status,fetched_at,sent_at
0df8ede382d2ceb46763428e58645820,[中标（成交）候选公示]郑州市轨道交通调度中心人防质量检测项目流标公告2026/07/08,https://www.zzmetro.cn/nav/article-detail/33/37/9969?scId=0,郑州地铁中标公示,2026-07-08,中标,sent,2026-07-09T08:53:26.697757,2026-07-09T14:43:15.662528
38763ce59a8671405ebbe284d0d748b8,[中标（成交）候选公示]郑州市轨道交通2026-2027年灭火器维修及正压式消防空气呼吸器维修、充气项目候选成交供应商公示2026/06/30,https://www.zzmetro.cn/nav/article-detail/33/37/9945?scId=0,郑州地铁中标公示,2026-06-30,中标,sent,2026-07-09T08:53:26.700646,2026-07-09T14:43:15.662528
7b0e96b322c8a644b14891759e3a5fa0,[中标（成交）候选公示]郑州市轨道交通置业有限公司2026-2028年度财税咨询服务项目候选成交供应商公示2026/06/30,https://www.zzmetro.cn/nav/article-detail/33/37/9946?scId=0,郑州地铁中标公示,2026-06-30,中标,sent,2026-07-09T08:53:26.700152,2026-07-09T14:43:15.662528
98408ac027b6156aae175499051fd27a,[中标（成交）候选公示]郑州市轨道交通1号线2025-2026年非集中站信号电源设备大修 项目（二次）候选成交供应商公示2026/07/07,https://www.zzmetro.cn/nav/article-detail/33/37/9964?scId=0,郑州地铁中标公示,2026-07-07,中标,sent,2026-07-09T08:53:26.698489,2026-07-09T14:43:15.662528
a3469a0a870f0bfca07b546cfa47dfe9,[中标（成交）候选公示]郑轨置业颐嘉经纬丽园及商场项目规划核实测绘服务候选成交供应商公示2026/07/03,https://www.zzmetro.cn/nav/article-detail/33/37/9955?scId=0,郑州地铁中标公示,2026-07-03,中标,sent,2026-07-09T08:53:26.698935,2026-07-09T14:43:15.662528
db3ef3251e12abf9db7ee8caed6ebc20,[中标（成交）候选公示]郑州市轨道交通2026年车辆备件采购项目05标(二次)流标公示2026/06/30,https://www.zzmetro.cn/nav/article-detail/33/37/9947?scId=0,郑州地铁中标公示,2026-06-30,中标,sent,2026-07-09T08:53:26.699683,2026-07-09T14:43:15.662528
f74dc061d856f5eb536e09738850be09,[中标（成交）候选公示]郑轨置业颐嘉经纬丽园标识导视系统采购与安装项目候选成交供应商公示2026/07/08,https://www.zzmetro.cn/nav/article-detail/33/37/9968?scId=0,郑州地铁中标公示,2026-07-08,中标,sent,2026-07-09T08:53:26.698123,2026-07-09T14:43:15.662528
fcb1744fe41f0032c5811e8a0723c00e,[中标（成交）候选公示]郑州市轨道交通2号线一期、城郊线一期2025—2027年信号系统ATS设备大修项目废标公告2026/07/01,https://www.zzmetro.cn/nav/article-detail/33/37/9950?scId=0,郑州地铁中标公示,2026-07-01,中标,sent,2026-07-09T08:53:26.699305,2026-07-09T14:43:15.662528
